name,ascension,level,hp,atk,def
Rover: Aero,0,1,862.0,35.0,93.0
Rover: Aero,0,2,934.5804,37.947,100.6539
Rover: Aero,0,3,1007.247,40.8975,108.3171
Rover: Aero,0,4,1079.9136,43.848,115.9803
Rover: Aero,0,5,1152.494,46.795,123.6435
Rover: Aero,0,6,1225.1606,49.7455,131.3067
Rover: Aero,0,7,1297.8272,52.696,138.9699
Rover: Aero,0,8,1370.4076,55.643,146.6331
Rover: Aero,0,9,1443.0742,58.5935,154.2963
Rover: Aero,0,10,1515.7408,61.544,161.9595
Rover: Aero,0,11,1588.3212,64.491,169.6227
Rover: Aero,0,12,1660.9878,67.4415,177.2859
Rover: Aero,0,13,1733.6544,70.392,184.9491
Rover: Aero,0,14,1806.321,73.3425,192.6123
Rover: Aero,0,15,1878.9014,76.2895,200.2755
Rover: Aero,0,16,1951.568,79.24,207.9387
Rover: Aero,0,17,2024.2346,82.1905,215.6019
Rover: Aero,0,18,2096.815,85.1375,223.2651
Rover: Aero,0,19,2169.4816,88.088,230.9283
Rover: Aero,0,20,2242.1482,91.0385,238.5915
Rover: Aero,1,20,2816.7574,117.2885,298.8648
Rover: Aero,1,21,2889.424,120.2355,306.528
Rover: Aero,1,22,2962.0906,123.186,314.1912
Rover: Aero,1,23,3034.671,126.1365,321.8544
Rover: Aero,1,24,3107.3376,129.087,329.5176
Rover: Aero,1,25,3180.0042,132.034,337.1808
Rover: Aero,1,26,3252.6708,134.9845,344.844
Rover: Aero,1,27,3325.2512,137.935,352.5072
Rover: Aero,1,28,3397.9178,140.882,360.1704
Rover: Aero,1,29,3470.5844,143.8325,367.8336
Rover: Aero,1,30,3543.1648,146.783,375.4968
Rover: Aero,1,31,3615.8314,149.73,383.16
Rover: Aero,1,32,3688.498,152.6805,390.8232
Rover: Aero,1,33,3761.0784,155.631,398.4864
Rover: Aero,1,34,3833.745,158.578,406.1496
Rover: Aero,1,35,3906.4116,161.5285,413.8128
Rover: Aero,1,36,3979.0782,164.479,421.476
Rover: Aero,1,37,4051.6586,167.4295,429.1392
Rover: Aero,1,38,4124.3252,170.3765,436.8024
Rover: Aero,1,39,4196.9918,173.327,444.4656
Rover: Aero,1,40,4269.5722,176.2775,452.1288
Rover: Aero,2,40,4844.2676,202.5275,512.4021
Rover: Aero,2,41,4916.9342,205.4745,520.0653
Rover: Aero,2,42,4989.5146,208.425,527.7285
Rover: Aero,2,43,5062.1812,211.3755,535.3917
Rover: Aero,2,44,5134.8478,214.3225,543.0549
Rover: Aero,2,45,5207.4282,217.273,550.7181
Rover: Aero,2,46,5280.0948,220.2235,558.3813
Rover: Aero,2,47,5352.7614,223.174,566.0445
Rover: Aero,2,48,5425.428,226.121,573.7077
Rover: Aero,2,49,5498.0084,229.0715,581.3709
Rover: Aero,2,50,5570.675,232.022,589.0341
Rover: Aero,3,50,6145.3704,258.272,649.3074
Rover: Aero,3,51,6217.9508,261.219,656.9706
Rover: Aero,3,52,6290.6174,264.1695,664.6338
Rover: Aero,3,53,6363.284,267.12,672.297
Rover: Aero,3,54,6435.8644,270.067,679.9602
Rover: Aero,3,55,6508.531,273.0175,687.6234
Rover: Aero,3,56,6581.1976,275.968,695.2866
Rover: Aero,3,57,6653.8642,278.9185,702.9498
Rover: Aero,3,58,6726.4446,281.8655,710.613
Rover: Aero,3,59,6799.1112,284.816,718.2762
Rover: Aero,3,60,6871.7778,287.7665,725.9394
Rover: Aero,4,60,7446.387,314.0165,786.222
Rover: Aero,4,61,7519.0536,316.9635,793.8852
Rover: Aero,4,62,7591.7202,319.914,801.5484
Rover: Aero,4,63,7664.3006,322.8645,809.2116
Rover: Aero,4,64,7736.9672,325.8115,816.8748
Rover: Aero,4,65,7809.6338,328.762,824.538
Rover: Aero,4,66,7882.2142,331.7125,832.1919
Rover: Aero,4,67,7954.8808,334.6595,839.8551
Rover: Aero,4,68,8027.5474,337.61,847.5183
Rover: Aero,4,69,8100.214,340.5605,855.1815
Rover: Aero,4,70,8172.7944,343.511,862.8447
Rover: Aero,5,70,8747.4898,361.011,923.1273
Rover: Aero,5,71,8820.1564,363.958,930.7905
Rover: Aero,5,72,8892.7368,366.9085,938.4537
Rover: Aero,5,73,8965.4034,369.859,946.1169
Rover: Aero,5,74,9038.07,372.806,953.7801
Rover: Aero,5,75,9110.6504,375.7565,961.4433
Rover: Aero,5,76,9183.317,378.707,969.1065
Rover: Aero,5,77,9255.9836,381.654,976.7697
Rover: Aero,5,78,9328.564,384.6045,984.4329
Rover: Aero,5,79,9401.2306,387.555,992.0961
Rover: Aero,5,80,9473.8972,390.5055,999.7593
Rover: Aero,6,80,10048.5926,408.0055,1060.0326
Rover: Aero,6,81,10121.173,410.9525,1067.6958
Rover: Aero,6,82,10193.8396,413.903,1075.359
Rover: Aero,6,83,10266.5062,416.8535,1083.0222
Rover: Aero,6,84,10339.0866,419.8005,1090.6854
Rover: Aero,6,85,10411.7532,422.751,1098.3486
Rover: Aero,6,86,10484.4198,425.7015,1106.0118
Rover: Aero,6,87,10557.0002,428.6485,1113.675
Rover: Aero,6,88,10629.6668,431.599,1121.3382
Rover: Aero,6,89,10702.3334,434.5495,1129.0014
Rover: Aero,6,90,10775.0,437.5,1136.6646
